,Price,predicted_mean
2022-11-27,176.84375,
2022-12-04,177.0625,
2022-12-11,177.28125,
2022-12-18,177.5,
2022-12-25,175.5,
2023-01-01,173.5,
2023-01-08,173.5,
2023-01-15,172.5,
2023-01-22,169.0,
2023-01-29,169.0,
2023-02-05,169.0,
2023-02-12,170.41666666666666,
2023-02-19,170.21428571428572,
2023-02-26,170.0,
2023-03-05,170.0,
2023-03-12,170.0,
2023-03-19,170.0,
2023-03-26,170.5,
2023-04-02,172.35714285714286,
2023-04-09,171.5,
2023-04-16,171.5,
2023-04-23,171.5,
2023-04-30,171.28571428571428,
2023-05-07,171.9,
2023-05-14,179.28571428571428,
2023-05-21,182.08333333333334,
2023-05-28,180.0,
2023-06-04,180.0,
2023-06-11,180.0,
2023-06-18,173.0,
2023-06-25,171.0,
2023-07-02,171.0,
2023-07-09,171.0,
2023-07-16,169.875,
2023-07-23,162.75,
2023-07-30,162.5,
2023-08-06,162.5,
2023-08-13,162.5,
2023-08-20,157.5,
2023-08-27,157.5,
2023-09-03,157.5,
2023-09-10,157.5,
2023-09-17,157.5,
2023-09-24,157.5,
2023-10-01,157.5,
2023-10-08,157.5,
2023-10-15,157.5,
2023-10-22,151.5,
2023-10-29,146.25,
2023-11-05,145.0,
2023-11-12,148.33333333333334,
2023-11-19,152.5,
2023-11-26,152.5,
2023-12-03,152.5,
2023-12-10,152.71428571428572,
2023-12-17,156.91666666666666,
2023-12-24,157.5,
2023-12-31,157.5,
2024-01-07,157.5,
2024-01-14,157.5,
2024-01-21,157.5,
2024-01-28,157.85714285714286,
2024-02-04,161.28571428571428,
2024-02-11,161.5,
2024-02-18,158.64285714285714,
2024-02-25,157.0,
2024-03-03,154.33333333333334,
2024-03-10,151.7,
2024-03-17,151.5,
2024-03-24,151.5,
2024-03-31,151.5,
2024-04-07,150.16666666666666,
2024-04-14,147.5,
2024-04-21,151.07142857142858,
2024-04-28,151.14285714285714,
2024-05-05,150.0,
2024-05-12,149.28571428571428,
2024-05-19,150.0,
2024-05-26,147.5,
2024-06-02,147.5,
2024-06-09,147.5,
2024-06-16,148.35714285714286,
2024-06-23,149.83333333333334,
2024-06-30,150.21428571428572,
2024-07-07,150.0,
2024-07-14,150.0,
2024-07-21,150.0,
2024-07-28,150.0,
2024-08-04,150.0,
2024-08-11,150.0,
2024-08-18,149.0,
2024-08-25,148.5,
2024-09-01,148.33333333333334,
2024-09-08,151.28571428571428,
2024-09-15,152.78571428571428,
2024-09-22,150.0,
2024-09-29,151.3125,
2024-10-06,153.0,
2024-10-13,153.4,
2024-10-20,154.07142857142858,
2024-10-27,156.21428571428572,
2024-11-03,158.58333333333334,
2024-11-10,163.28571428571428,
2024-11-17,169.64285714285714,
2024-11-24,170.07142857142858,
2024-12-01,167.07142857142858,
2024-12-08,166.5,
2024-12-15,164.71428571428572,
2024-12-22,164.0,
2024-12-29,164.0,
2025-01-05,163.94444444444446,
2025-01-12,164.0,
2025-01-19,166.42857142857142,
2025-01-26,170.71428571428572,
2025-02-02,173.42857142857142,
2025-02-09,178.85714285714286,
2025-02-16,182.5,
2025-02-23,187.5,
2025-03-02,187.5,
2025-03-09,184.57142857142858,
2025-03-16,169.92857142857142,
2025-03-23,161.9,
2025-03-30,161.25,
2025-04-06,161.66666666666666,
2025-04-13,162.35714285714286,
2025-04-20,165.16666666666666,
2025-04-27,167.71428571428572,
2025-05-04,167.91666666666666,
2025-05-11,167.66666666666666,
2025-05-18,164.14285714285714,
2025-05-25,164.42857142857142,
2025-06-01,164.5,
2025-06-08,165.0,
2025-06-15,160.66666666666666,
2025-06-22,162.42857142857142,
2025-06-29,164.42857142857142,
2025-07-06,165.33333333333334,
2025-07-13,165.28571428571428,
2025-07-20,165.0,
2025-07-27,165.71428571428572,
2025-08-03,166.0,
2025-08-10,166.83333333333334,
2025-08-17,167.25,
2025-08-24,168.5,
2025-08-31,168.78571428571428,
2025-09-07,169.0,
2025-09-14,170.41666666666666,
2025-09-21,172.21428571428572,
2025-09-28,172.92857142857142,
2025-10-05,174.6,
2025-10-12,175.0,
2025-10-19,175.85714285714286,
2025-10-26,176.0,
2025-11-02,175.28571428571428,
2025-11-09,175.0,
2025-11-16,175.0,
2025-11-23,175.0,
2025-11-30,175.0,
2025-12-07,175.0,
2025-12-14,175.0,
2025-12-21,176.0,
2025-12-28,178.5,
2026-01-04,,179.3643004199994
2026-01-11,,179.35147567146703
2026-01-18,,179.3386518335192
2026-01-25,,179.3258289060913
2026-02-01,,179.31300688911864
2026-02-08,,179.3001857825366
2026-02-15,,179.28736558628054
2026-02-22,,177.7277300271329
